index,age,working_sector,financial_weight,qualification,years_of_education,tax_paid,loan_taken,marital_status,occupation,relationship,ethnicity,gender,gain,loss,working_hours,country,target
24759,34,private,157289, Some-college,10,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
24760,62,private,213321, HS-grad,9,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,1
24761,46,private,294907, 5th-6th,3,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,40, Mexico,0
24762,30,private,251411, Some-college,10,NA,0,Divorced,clerical, Unmarried, White, Female,0,0,40, United-States,0
24763,20,private,183594, Some-college,10,NA,0,Never-married,transport, Own-child, White, Male,0,0,40, United-States,0
24764,29,private,189565, HS-grad,9,NA,0,Never-married,managerial, Not-in-family, White, Male,2174,0,50, United-States,0
24765,55,private,217802, Some-college,10,NA,0,Married-civilian,clerical, Husband, Black, Male,0,0,25, United-States,0
24766,20,private,388156, Some-college,10,NA,0,Never-married,specialty, Own-child, White, Male,0,0,24, United-States,0
24767,54,private,447555, 10th,6,NA,0,Married-civilian,transport, Husband, Black, Male,0,0,40, United-States,0
24768,27,private,204098, 10th,6,NA,0,Never-married,repair, Not-in-family, White, Male,0,0,30, United-States,0
24769,43,private,193882, Some-college,10,NA,0,Never-married,clerical, Not-in-family, White, Male,0,0,55, United-States,0
24770,17,NA,89870, 10th,6,NA,0,Never-married,NA, Own-child, White, Male,0,0,40, United-States,0
24771,48,state,49595, Masters,14,NA,0,Divorced,guard, Not-in-family, White, Male,0,0,72, United-States,0
24772,34,private,228873, Bachelors,13,NA,0,Never-married,managerial, Own-child, White, Male,0,0,40, United-States,0
24773,66,NA,108185, 9th,5,NA,0,Married-civilian,NA, Husband, Black, Male,0,0,40, United-States,0
24774,29,private,176027, Bachelors,13,NA,0,Never-married,specialty, Not-in-family, White, Female,0,0,40, United-States,0
24775,43,NA,405374, Some-college,10,NA,0,Separated,NA, Not-in-family, Black, Male,0,0,40, United-States,0
24776,37,private,39606, Assoc-voc,11,NA,0,Divorced,sales, Unmarried, White, Female,0,0,40, United-States,0
24777,56,private,178353, Some-college,10,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,1
24778,58,private,160662, 10th,6,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,1
24779,54,self_employed,196328, Bachelors,13,NA,0,Married-civilian,sales, Husband, Black, Male,0,0,40, Jamaica,0
24780,45,private,20534, Some-college,10,NA,0,Separated,repair, Not-in-family, White, Male,0,0,41, United-States,0
24781,29,self_employed,156815, HS-grad,9,NA,0,Married-civilian,other, Husband, White, Male,0,0,40, United-States,0
24782,43,private,245056, HS-grad,9,NA,0,Married-civilian,clerical, Husband, Black, Male,0,0,40, United-States,1
24783,33,local_body,422718, HS-grad,9,NA,0,Married-civilian,other, Husband, White, Male,0,0,40, United-States,0
24784,45,self_employed,118081, Some-college,10,NA,0,Married-civilian,other, Husband, White, Male,3103,0,42, United-States,0
24785,25,private,262978, Some-college,10,NA,0,Never-married,sales, Not-in-family, White, Male,0,0,30, United-States,0
24786,25,private,187577, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
24787,69,NA,259323, Prof-school,15,NA,0,Divorced,NA, Not-in-family, White, Male,0,0,5, United-States,0
24788,37,private,160920, Assoc-acdm,12,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,40, United-States,0
24789,20,private,194247, HS-grad,9,NA,0,Never-married,managerial, Not-in-family, White, Male,0,0,25, United-States,0
24790,39,private,134367, Masters,14,NA,0,Married-civilian,specialty, Wife, White, Female,0,1977,24, United-States,1
24791,26,private,358124, HS-grad,9,NA,0,Never-married,other, Other-relative, Black, Female,0,0,40, United-States,0
24792,55,private,208019, 5th-6th,3,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,40, Mexico,0
24793,39,private,318452, 11th,7,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,60, United-States,0
24794,41,private,207779, HS-grad,9,NA,0,Separated,other, Not-in-family, White, Female,0,0,40, United-States,0
24795,34,private,238376, 1st-4th,2,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, Mexico,0
24796,51,private,673764, Assoc-voc,11,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,50, United-States,1
24797,67,state,239705, Doctorate,16,NA,0,Married-civilian,specialty, Husband, Black, Male,0,0,12,NA,0
24798,40,private,133974, Some-college,10,NA,0,Divorced,inspector, Own-child, White, Male,0,0,40, United-States,0
24799,58,private,138285, Assoc-acdm,12,NA,0,Married-civilian,repair, Husband, White, Male,0,1740,40, United-States,0
24800,23,private,152140, HS-grad,9,NA,0,Never-married,sales, Not-in-family, White, Female,0,0,40, United-States,0
24801,45,local_body,287920, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,50, United-States,1
24802,51,private,289572, Bachelors,13,NA,0,Married-civilian,sales, Husband, White, Male,7688,0,50, United-States,1
24803,43,state,78765, Some-college,10,NA,0,Divorced,managerial, Unmarried, White, Male,0,0,40, United-States,0
24804,25,state,99076, Bachelors,13,NA,0,Never-married,other, Not-in-family, White, Female,2597,0,50, United-States,0
24805,36,self_employed,224886, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,2407,0,40, United-States,0
24806,58,private,206532, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,50, United-States,0
24807,33,private,129529, HS-grad,9,NA,0,Divorced,inspector, Not-in-family, White, Male,0,0,40, United-States,0
24808,60,local_body,202473, Assoc-voc,11,NA,0,Married-civilian,other, Husband, White, Male,0,0,40, United-States,0
24809,24,private,162312, HS-grad,9,NA,0,Never-married,sales, Own-child, Asian-Pac-Islander, Male,0,0,40, South,0
24810,45,private,72844, HS-grad,9,NA,0,Divorced,managerial, Not-in-family, White, Female,0,0,46, United-States,0
24811,49,private,206947, HS-grad,9,NA,0,Divorced,clerical, Not-in-family, White, Female,0,0,40, United-States,0
24812,19,private,64112, 12th,8,NA,0,Never-married,clerical, Not-in-family, White, Female,0,0,40, United-States,0
24813,34,state,20057, Some-college,10,NA,0,Married-non-resident,clerical, Unmarried, Asian-Pac-Islander, Female,0,0,38, Philippines,0
24814,42,state,222884, Bachelors,13,NA,0,Divorced,clerical, Not-in-family, White, Male,0,0,40, United-States,0
24815,25,private,132683, HS-grad,9,NA,0,Never-married,house_servant, Not-in-family, White, Female,0,0,50, United-States,0
24816,73,NA,177773, HS-grad,9,NA,0,Married-civilian,NA, Husband, White, Male,0,0,15, United-States,0
24817,59,self_employed,144071, 5th-6th,3,NA,0,Married-civilian,other, Husband, White, Male,2580,0,15, El-Salvador,0
24818,28,private,148429, HS-grad,9,NA,0,Married-civilian,inspector, Husband, White, Male,2885,0,40, United-States,0
24819,19,private,168601, 11th,7,NA,0,Never-married,other, Other-relative, White, Male,0,0,30, United-States,0
24820,31,state,78291, Bachelors,13,NA,0,Never-married,specialty, Not-in-family, White, Female,0,0,40, United-States,0
24821,58,national,243929, Bachelors,13,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,48, United-States,0
24822,21,private,215039, HS-grad,9,NA,0,Never-married,repair, Own-child, White, Male,0,0,13,NA,0
24823,47,self_employed,185673, HS-grad,9,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,50, United-States,1
24824,30,private,121142, Bachelors,13,NA,0,Never-married,sales, Not-in-family, White, Male,0,0,40, United-States,1
24825,41,private,173858, 7th-8th,4,NA,0,Married-civilian,repair, Husband, Asian-Pac-Islander, Male,0,0,40, China,0
24826,59,NA,87247, 10th,6,NA,0,Divorced,NA, Not-in-family, White, Female,0,0,40, England,0
24827,48,private,93476, HS-grad,9,NA,0,Separated,clerical, Not-in-family, White, Female,0,2001,40, United-States,0
24828,44,private,174283, Bachelors,13,NA,0,Married-civilian,sales, Husband, White, Male,0,0,50, United-States,1
24829,44,private,128676, Some-college,10,NA,0,Never-married,clerical, Not-in-family, Black, Female,0,0,40, United-States,0
24830,24,private,205844, Bachelors,13,NA,0,Never-married,managerial, Own-child, Black, Female,0,0,40, United-States,0
24831,28,private,62535, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,43, United-States,0
24832,50,private,240612, HS-grad,9,NA,0,Married-non-resident,managerial, Unmarried, White, Female,0,0,10, United-States,0
24833,33,private,176992, Some-college,10,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,1
24834,23,local_body,254127, Bachelors,13,NA,0,Never-married,specialty, Other-relative, White, Female,0,0,50, United-States,0
24835,30,NA,138744, HS-grad,9,NA,0,Never-married,NA, Own-child, White, Male,0,0,40, United-States,0
24836,46,private,128460, 10th,6,NA,0,Married-civilian,cleaner, Husband, White, Male,0,0,40, United-States,0
24837,21,state,56582, Some-college,10,NA,0,Never-married,support, Own-child, White, Male,0,0,10, United-States,0
24838,52,private,153751, 9th,5,6948.1362402439,1,Separated,other, Not-in-family, Black, Female,0,0,30, United-States,0
24839,26,private,284343, Bachelors,13,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,50, United-States,0
24840,28,private,111520, 11th,7,NA,0,Never-married,inspector, Unmarried, White, Female,0,0,40, Nicaragua,0
24841,50,self_employed,304955, Bachelors,13,NA,0,Married-civilian,sales, Husband, White, Male,0,0,60, United-States,1
24842,28,private,288598, HS-grad,9,3960.0388854742,1,Married-civilian,repair, Husband, White, Male,0,0,35, United-States,0
24843,61,self_employed,117387, 11th,7,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,20, United-States,0
24844,32,private,230484, 7th-8th,4,NA,0,Separated,sales, Unmarried, White, Female,0,0,35, United-States,0
24845,30,national,319280, Some-college,10,NA,0,Never-married,repair, Not-in-family, White, Male,0,0,40, United-States,0
24846,51,local_body,186416, Bachelors,13,NA,0,Divorced,clerical, Not-in-family, White, Female,0,0,40, United-States,0
24847,40,local_body,147372, Some-college,10,NA,0,Never-married,guard, Not-in-family, White, Male,0,2444,40, United-States,1
24848,36,private,145933, HS-grad,9,NA,0,Never-married,managerial, Not-in-family, White, Male,0,2258,70, United-States,0
24849,28,private,110164, Some-college,10,NA,0,Divorced,other, Other-relative, Black, Male,0,0,24, United-States,0
24850,49,private,225454, Assoc-acdm,12,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,45, United-States,1
24851,61,self_employed,220342, 7th-8th,4,NA,0,Married-civilian,transport, Husband, White, Male,0,0,30, United-States,0
24852,41,self_employed,144002, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,60, United-States,1
24853,55,private,225365, HS-grad,9,NA,0,Widowed,other, Unmarried, White, Female,0,0,30, United-States,0
24854,36,private,187983, Bachelors,13,NA,0,Married-civilian,specialty, Wife, White, Female,0,0,40, United-States,0
24855,21,private,89991, Some-college,10,NA,0,Never-married,clerical, Own-child, White, Female,0,0,40, United-States,0
24856,57,self_employed,225913, Some-college,10,NA,0,Married-civilian,transport, Husband, White, Male,0,0,45, United-States,1
24857,59,private,145574, 11th,7,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,40, United-States,0
24858,41,private,274363, Some-college,10,NA,0,Separated,sales, Not-in-family, White, Male,0,0,80, United-States,1
24859,59,private,365390, Some-college,10,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
24860,20,private,266467, HS-grad,9,NA,0,Never-married,other, Own-child, White, Male,0,0,25, United-States,0
24861,42,private,183384, Some-college,10,NA,0,Divorced,clerical, Not-in-family, Black, Female,0,0,40, United-States,0
24862,45,national,76008, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,50, United-States,1
24863,36,private,156780, HS-grad,9,NA,0,Never-married,sales, Other-relative, Asian-Pac-Islander, Female,0,0,40,NA,0
24864,42,local_body,186909, Assoc-acdm,12,NA,0,Married-civilian,managerial, Wife, White, Female,0,0,45, United-States,1
24865,25,private,25497, Bachelors,13,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,0
24866,45,private,102771, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,1887,40, United-States,1
24867,58,self_employed,248841, HS-grad,9,NA,0,Married-civilian,sales, Husband, White, Male,15024,0,40, United-States,1
24868,39,private,30916, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
24869,34,private,123270, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,1
24870,22,self_employed,210165, Some-college,10,NA,0,Never-married,repair, Not-in-family, White, Male,0,0,40, United-States,0
24871,44,private,222596, HS-grad,9,NA,0,Divorced,support, Not-in-family, White, Male,0,0,50, United-States,1
24872,53,self_employed,188067, Some-college,10,NA,0,Widowed,sales, Unmarried, White, Female,0,0,40, United-States,0
24873,22,private,119592, Assoc-acdm,12,NA,0,Never-married,cleaner, Not-in-family, Black, Male,0,2824,40,NA,1
24874,27,private,250314, 9th,5,NA,0,Married-civilian,guard, Husband, White, Male,0,0,40, Guatemala,0
24875,60,private,205934, HS-grad,9,NA,0,Separated,other, Not-in-family, White, Female,0,0,25, United-States,0
24876,46,private,186172, Bachelors,13,NA,0,Married-civilian,specialty, Husband, White, Male,3103,0,40, United-States,1
24877,56,self_employed,98418, Prof-school,15,NA,0,Married-civilian,specialty, Husband, White, Male,99999,0,40, United-States,1
24878,36,private,329980, Bachelors,13,NA,0,Never-married,managerial, Not-in-family, White, Male,27828,0,40, United-States,1
24879,56,private,147653, HS-grad,9,NA,0,Divorced,clerical, Unmarried, White, Female,0,0,32, United-States,0
24880,35,NA,195946, Some-college,10,NA,0,Married-civilian,NA, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,1
24881,29,self_employed,168221, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,0,1740,70, United-States,0
24882,19,private,151801, 10th,6,NA,0,Never-married,cleaner, Own-child, White, Male,0,0,39, United-States,0
24883,38,private,177154, HS-grad,9,NA,0,Married-civilian,other, Husband, White, Male,0,0,40, United-States,0
24884,40,national,73883, Some-college,10,NA,0,Married-civilian,support, Husband, White, Male,0,0,40, United-States,1
24885,52,private,175714, Assoc-acdm,12,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,55, United-States,1
24886,22,private,43535, Some-college,10,NA,0,Married-civilian,managerial, Wife, White, Female,0,0,40, United-States,0
24887,32,state,104509, HS-grad,9,NA,0,Divorced,other, Not-in-family, White, Female,0,0,25, United-States,0
24888,27,private,118230, Bachelors,13,NA,0,Never-married,managerial, Own-child, White, Female,0,0,40, United-States,0
24889,25,private,152046, Bachelors,13,NA,0,Never-married,specialty, Own-child, White, Female,0,0,40, Guatemala,0
24890,36,private,52327, Masters,14,NA,0,Married-civilian,specialty, Husband, Other, Male,0,0,40, Iran,1
24891,22,private,218886, 12th,8,NA,0,Never-married,cleaner, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
24892,32,self_employed,84119, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,45, United-States,0
24893,37,private,189674, Bachelors,13,NA,0,Separated,managerial, Unmarried, Black, Female,0,0,40, United-States,0
24894,22,private,222993, HS-grad,9,NA,0,Never-married,specialty, Own-child, White, Male,0,0,54, United-States,0
24895,29,private,47429, HS-grad,9,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,40, United-States,1
24896,42,private,144995, Preschool,1,NA,0,Never-married,cleaner, Not-in-family, White, Male,0,0,25, United-States,0
24897,33,private,288398, Bachelors,13,NA,0,Divorced,clerical, Not-in-family, White, Female,0,0,45, United-States,0
24898,39,private,114591, Some-college,10,NA,0,Separated,specialty, Unmarried, White, Female,0,0,40, United-States,0
24899,27,private,167737, 12th,8,NA,0,Never-married,inspector, Not-in-family, White, Male,0,0,45, United-States,0
24900,53,local_body,248834, Bachelors,13,NA,0,Married-civilian,specialty, Wife, White, Female,0,0,50, United-States,1
24901,30,private,165686, Bachelors,13,NA,0,Never-married,other, Not-in-family, White, Female,0,0,40, United-States,0
24902,52,self_employed,40200, Some-college,10,NA,0,Widowed,repair, Not-in-family, Black, Male,0,0,35, United-States,0
24903,43,self_employed,117158, Bachelors,13,NA,0,Married-civilian,sales, Husband, White, Male,15024,0,60, United-States,1
24904,47,local_body,216657, Masters,14,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,35, United-States,1
24905,61,private,124242, HS-grad,9,NA,0,Married-civilian,guard, Husband, Black, Male,0,0,40, India,0
24906,39,local_body,239119, Masters,14,NA,0,Divorced,specialty, Not-in-family, Black, Male,0,0,40, Dominican-Republic,0
24907,47,private,190072, Some-college,10,NA,0,Divorced,sales, Unmarried, White, Male,0,0,50, United-States,0
24908,19,private,378114, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,25, United-States,0
24909,37,private,236990, Some-college,10,NA,0,Married-civilian,inspector, Husband, White, Male,3464,0,40, United-States,0
24910,31,private,101761, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,51, United-States,0
24911,69,self_employed,37745, Assoc-voc,11,NA,0,Married-civilian,sales, Husband, White, Male,0,0,8, United-States,0
24912,22,NA,424494, Some-college,10,NA,0,Never-married,NA, Own-child, White, Male,0,0,25, United-States,0
24913,29,private,130438, HS-grad,9,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,40, United-States,0
24914,24,private,100605, Some-college,10,NA,0,Never-married,inspector, Own-child, Other, Male,0,0,14, United-States,0
24915,42,private,220776, HS-grad,9,NA,0,Separated,cleaner, Unmarried, White, Male,0,0,40, Poland,0
24916,30,local_body,154950, Bachelors,13,NA,0,Married-civilian,guard, Husband, White, Male,0,0,72, United-States,1
24917,27,private,210765, Assoc-voc,11,NA,0,Never-married,cleaner, Not-in-family, White, Male,0,0,40, United-States,0
24918,53,private,147476, HS-grad,9,NA,0,Divorced,managerial, Not-in-family, Black, Female,0,0,40, United-States,0
24919,35,state,193241, HS-grad,9,5360.1769711822,1,Married-civilian,repair, Husband, White, Male,0,1651,40, United-States,0
24920,22,private,109053, 12th,8,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,0
24921,25,private,265618, HS-grad,9,NA,0,Separated,guard, Own-child, Black, Male,0,0,40, United-States,0
24922,38,local_body,172855, Bachelors,13,NA,0,Married-civilian,specialty, Wife, Black, Female,0,1887,40, United-States,1
24923,27,private,68848, Bachelors,13,NA,0,Never-married,clerical, Unmarried, White, Female,0,0,35, United-States,0
24924,30,private,229051, 9th,5,NA,0,Married-civilian,other, Husband, White, Male,0,0,37, United-States,0
24925,27,private,106039, Bachelors,13,NA,0,Divorced,specialty, Own-child, White, Female,0,0,50, United-States,0
24926,25,private,112835, Bachelors,13,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,40, United-States,0
24927,36,NA,205396, HS-grad,9,NA,0,Widowed,NA, Not-in-family, White, Female,0,0,4, United-States,0
24928,32,private,283400, HS-grad,9,NA,0,Never-married,inspector, Not-in-family, White, Female,0,0,40, United-States,0
24929,70,private,195739, 10th,6,NA,0,Widowed,repair, Unmarried, White, Male,0,0,45, United-States,0
24930,50,private,36480, HS-grad,9,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,0
24931,40,private,303291, Some-college,10,NA,0,Married-civilian,other, Wife, White, Female,0,0,35, United-States,0
24932,34,private,293900, 11th,7,NA,0,Married-non-resident,repair, Not-in-family, Black, Male,0,0,55, United-States,0
24933,57,self_employed,165922, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,50, United-States,0
24934,39,private,65738, Masters,14,NA,0,Never-married,other, Not-in-family, White, Female,0,0,32, United-States,0
24935,49,private,175070, Some-college,10,NA,0,Divorced,other, Unmarried, White, Female,0,0,40, United-States,0
24936,43,private,339814, Some-college,10,NA,0,Married-civilian,specialty, Husband, White, Male,5178,0,40, United-States,1
24937,31,private,377374, Some-college,10,NA,0,Divorced,clerical, Unmarried, Black, Female,0,0,40, Japan,0
24938,60,self_employed,166153, Some-college,10,6577.1024022251,1,Married-civilian,sales, Husband, White, Male,0,0,50, United-States,0
24939,46,private,110171, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,15024,0,50, United-States,1
24940,26,private,94477, Some-college,10,NA,0,Married-civilian,transport, Husband, White, Male,7298,0,55, United-States,1
24941,27,private,194243, Prof-school,15,NA,0,Never-married,specialty, Own-child, White, Female,0,0,40, United-States,0
24942,31,private,106347, Some-college,10,NA,0,Married-civilian,clerical, Wife, Black, Female,0,0,40, United-States,0
24943,59,private,214865, HS-grad,9,NA,0,Widowed,managerial, Unmarried, White, Female,0,0,50, United-States,0
24944,19,NA,185619, Some-college,10,NA,0,Never-married,NA, Own-child, White, Female,0,0,20, United-States,0
24945,18,private,96445, Some-college,10,NA,0,Never-married,other, Own-child, White, Female,0,0,24, United-States,0
24946,22,private,102632, Some-college,10,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,45, United-States,0
24947,24,private,209034, Assoc-acdm,12,NA,0,Married-civilian,sales, Own-child, White, Female,0,0,20, United-States,0
24948,53,state,153486, 10th,6,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,1
24949,43,private,144371, HS-grad,9,NA,0,Married-civilian,cleaner, Husband, White, Male,0,0,42, United-States,1
24950,24,private,186213, Some-college,10,NA,0,Married-civilian,support, Husband, White, Male,0,0,50, United-States,1
24951,60,private,188236, 10th,6,NA,0,Widowed,support, Unmarried, White, Female,0,0,40, United-States,0
24952,24,private,418405, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
24953,52,national,125796, HS-grad,9,NA,0,Never-married,clerical, Not-in-family, Black, Male,0,0,40, United-States,0
24954,32,private,183304, Assoc-voc,11,NA,0,Married-civilian,transport, Husband, White, Male,0,0,99, United-States,1
24955,34,private,329587, 10th,6,NA,0,Separated,other, Not-in-family, White, Female,0,0,35, United-States,0
24956,35,local_body,182570, Assoc-acdm,12,NA,0,Married-civilian,guard, Husband, White, Male,0,0,40, United-States,1
24957,38,private,446654, 9th,5,NA,0,Married-non-resident,cleaner, Not-in-family, White, Male,0,0,40, Mexico,0
24958,34,self_employed,254304, HS-grad,9,NA,0,Married-civilian,farming, Husband, White, Male,4508,0,90, United-States,0
24959,53,local_body,131258, Prof-school,15,NA,0,Never-married,specialty, Not-in-family, White, Female,0,0,50, United-States,1
24960,23,private,103632, HS-grad,9,7441.3807261735,1,Never-married,clerical, Not-in-family, White, Female,0,0,40, United-States,0
24961,40,private,241895, Some-college,10,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,40, United-States,0
24962,40,private,244945, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
24963,50,private,20795, HS-grad,9,NA,0,Married-civilian,farming, Husband, White, Male,0,0,60, United-States,1
24964,17,private,347322, 10th,6,NA,0,Never-married,sales, Own-child, White, Female,0,0,20, United-States,0
24965,53,local_body,103995, Bachelors,13,NA,0,Divorced,specialty, Not-in-family, White, Female,0,1876,54, United-States,0
24966,32,private,53206, Bachelors,13,NA,0,Divorced,repair, Not-in-family, White, Male,0,0,50, United-States,1
24967,43,NA,387839, HS-grad,9,NA,0,Never-married,NA, Other-relative, White, Female,0,0,40, United-States,0
24968,18,private,57108, 11th,7,NA,0,Never-married,sales, Own-child, White, Male,0,0,16, United-States,0
24969,62,private,177791, 10th,6,NA,0,Divorced,other, Own-child, White, Female,0,0,40, United-States,0
24970,45,private,33794, Masters,14,NA,0,Married-civilian,other, Husband, White, Male,0,0,40, United-States,0
24971,46,private,249935, Doctorate,16,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,70, United-States,0
24972,73,self_employed,241121, 7th-8th,4,NA,0,Married-civilian,farming, Husband, White, Male,0,0,40, United-States,0
24973,64,private,98586, Doctorate,16,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,60, United-States,1
24974,26,private,181920, Bachelors,13,NA,0,Married-civilian,specialty, Wife, White, Female,0,0,45, United-States,1
24975,23,private,434467, HS-grad,9,NA,0,Never-married,sales, Not-in-family, White, Male,0,0,48, United-States,0
24976,30,private,113364, HS-grad,9,NA,0,Never-married,inspector, Other-relative, White, Male,0,0,40, Vietnam,0
24977,51,private,249706, Some-college,10,8095.0387455523,1,Divorced,clerical, Unmarried, White, Female,0,0,40, United-States,0
24978,35,self_employed,95455, Bachelors,13,NA,0,Divorced,managerial, Unmarried, White, Female,0,0,55, United-States,0
24979,39,private,209867, Some-college,10,NA,0,Never-married,clerical, Not-in-family, White, Female,13550,0,45, United-States,1
24980,35,self_employed,79586, Masters,14,NA,0,Married-civilian,specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India,1
24981,41,private,289669, HS-grad,9,NA,0,Widowed,inspector, Not-in-family, White, Female,0,0,40, United-States,0
24982,31,private,347166, Some-college,10,NA,0,Divorced,repair, Own-child, White, Male,4650,0,40, United-States,0
24983,40,private,53835, Bachelors,13,NA,0,Married-civilian,sales, Husband, White, Male,0,0,50, United-States,1
24984,46,local_body,14878, Prof-school,15,NA,0,Married-civilian,specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,1
24985,31,private,266126, HS-grad,9,NA,0,Never-married,other, Not-in-family, White, Female,0,0,30, United-States,0
24986,41,self_employed,146659, Some-college,10,NA,0,Divorced,inspector, Not-in-family, White, Female,0,0,40, Honduras,0
24987,42,private,125280, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,3137,0,40, United-States,0
24988,23,private,173535, HS-grad,9,NA,0,Never-married,sales, Own-child, White, Male,0,0,40, United-States,0
24989,49,private,280525, Some-college,10,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,45, United-States,1
24990,53,private,479621, Assoc-voc,11,NA,0,Divorced,support, Not-in-family, Black, Male,0,0,40, United-States,0
24991,38,local_body,194630, Bachelors,13,NA,0,Never-married,guard, Not-in-family, White, Female,4787,0,43, United-States,1
24992,36,private,247600, Assoc-acdm,12,NA,0,Divorced,managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan,0
24993,32,private,258406, Some-college,10,NA,0,Never-married,repair, Unmarried, White, Male,0,0,72, Mexico,0
24994,17,NA,47407, 11th,7,5014.4662335515,1,Never-married,NA, Own-child, White, Male,0,0,10, United-States,0
24995,22,private,229987, Some-college,10,3280.0930980593,1,Never-married,support, Other-relative, Asian-Pac-Islander, Female,0,0,32, United-States,0
24996,25,private,312338, Assoc-voc,11,NA,0,Never-married,repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
24997,58,private,225394, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,1902,40, United-States,0
24998,24,private,373718, Some-college,10,NA,0,Never-married,farming, Not-in-family, White, Male,0,0,20, United-States,0
24999,48,state,120131, HS-grad,9,NA,0,Divorced,repair, Own-child, White, Male,8614,0,40, United-States,1
25000,20,private,472789, 1st-4th,2,NA,0,Never-married,farming, Not-in-family, White, Male,0,0,30, El-Salvador,0
25001,60,self_employed,27886, Some-college,10,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,1
25002,20,private,138352, HS-grad,9,NA,0,Never-married,other, Other-relative, White, Male,0,0,30, United-States,0
25003,52,private,123011, Some-college,10,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,45, United-States,1
25004,36,private,306567, HS-grad,9,NA,0,Married-civilian,transport, Wife, White, Female,0,0,40, United-States,1
25005,46,local_body,187749, Bachelors,13,NA,0,Married-civilian,specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,1
25006,22,private,260594, 11th,7,NA,0,Never-married,sales, Unmarried, White, Female,0,0,25, United-States,0
25007,19,private,236879, Some-college,10,NA,0,Never-married,managerial, Own-child, White, Female,0,0,35, United-States,0
25008,37,private,186808, HS-grad,9,NA,0,Never-married,sales, Unmarried, White, Male,0,0,40, United-States,0
