"","age","working_sector","financial_weight","qualification","years_of_education","tax_paid","loan_taken","marital_status","occupation","relationship","ethnicity","gender","gain","loss","working_hours","country","target"
"27864",20,"Employed",415913," Some-college",10,9109.0202648193,"1","Un_married","cleaner"," Not-in-family"," White"," Male",0,0,30," United-States","0"
"27874",37,"Employed",174150," Masters",14,9976.1041570455,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"27883",59,"Employed",131916," HS-grad",9,6458.939127624,"1","Married","inspector"," Wife"," White"," Female",0,0,40," Italy","1"
"27896",34,"Gov",318982," Masters",14,6989.8852519691,"1","Married","inspector"," Husband"," White"," Male",0,1848,40," United-States","1"
"27908",32,"Employed",134737," Bachelors",13,5487.9833888263,"1","Married","inspector"," Husband"," White"," Male",0,0,70," United-States","1"
"27926",50,"Employed",183915," Bachelors",13,6230.0136331469,"1","Married","repair"," Husband"," White"," Male",0,0,45," United-States","1"
"27949",20,"Gov",410446," HS-grad",9,8438.6085253209,"1","Un_married","clerical"," Other-relative"," White"," Male",0,0,20," United-States","0"
"27953",19,"Employed",47577," Some-college",10,7102.330878377,"1","Un_married","transport"," Not-in-family"," White"," Male",0,0,50," United-States","0"
"27959",38,"Gov",414791," Bachelors",13,3858.5098087788,"1","Married","managerial"," Husband"," White"," Male",0,0,42," United-States","1"
"27961",27,"Employed",341672," Some-college",10,3975.072003901,"1","Un_married","clerical"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," India","0"
"27993",61,"Employed",147280," Masters",14,3533.6575582624,"1","Married","managerial"," Husband"," White"," Male",0,0,60," United-States","1"
"28080",52,"Employed",206862," HS-grad",9,7432.5358588249,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"28087",56,"Employed",282023," Masters",14,8954.0343601257,"1","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","1"
"28131",46,"Employed",104632," HS-grad",9,2088.8266563416,"1","Married","inspector"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Cambodia","1"
"28143",75,"Employed",256474," Masters",14,4151.6811475158,"1","Un_married","guard"," Not-in-family"," White"," Male",0,0,16," United-States","0"
"28164",38,"Employed",277248," Masters",14,8763.1154153496,"1","Married","managerial"," Husband"," White"," Male",0,0,60," Cuba","1"
"28287",37,"Gov",141029," Masters",14,6353.7173997611,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"28313",44,"Employed",278476," Some-college",10,7109.4628516585,"1","Married","sales"," Husband"," White"," Male",0,0,60," United-States","1"
"28339",37,"Employed",97986," Assoc-acdm",12,9665.3510332108,"1","Married","sales"," Husband"," White"," Male",0,0,68," United-States","0"
"28360",23,"Employed",201682," Bachelors",13,8629.2011160404,"1","Un_married","clerical"," Own-child"," White"," Female",0,0,35," United-States","0"
"28377",58,"Employed",142326," Bachelors",13,4040.0463752449,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,50," United-States","0"
"28446",33,"Employed",102821," 12th",8,9898.7367637456,"1","Married","guard"," Husband"," White"," Male",0,0,40," United-States","0"
"28448",27,"Employed",388998," Bachelors",13,6587.7590160817,"1","Un_married","sales"," Not-in-family"," White"," Male",13550,0,46," United-States","1"
"28450",36,"Employed",309122," HS-grad",9,9438.1578229368,"1","Un_married","clerical"," Unmarried"," White"," Female",0,0,35," United-States","0"
"28458",37,"Employed",212437," Some-college",10,5033.0104734749,"1","Un_married","inspector"," Unmarried"," Black"," Female",0,0,48," United-States","0"
"28475",28,"Employed",174327," HS-grad",9,9903.6226719618,"1","Married","inspector"," Husband"," White"," Male",0,0,50," United-States","0"
"28479",50,"Employed",251240," Masters",14,7470.2718406916,"1","Married","sales"," Husband"," White"," Male",0,0,40," United-States","1"
"28489",46,"Employed",192779," Prof-school",15,2013.6450249702,"1","Married","specialty"," Husband"," White"," Male",15024,0,60," United-States","1"
"28502",35,"Employed",336793," Bachelors",13,5367.7684925497,"1","Un_married","clerical"," Other-relative"," White"," Male",0,0,40," United-States","0"
"28509",46,"Employed",65353," Some-college",10,4936.6795513779,"1","Un_married","transport"," Own-child"," White"," Male",3325,0,55," United-States","0"
"28514",31,"Employed",197860," HS-grad",9,6615.5338287354,"1","Un_married","other"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"28530",23,"Employed",60409," HS-grad",9,4904.1148088872,"1","Un_married","managerial"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"28551",75,"Employed",213349," HS-grad",9,4436.179747805,"1","Married","farming"," Husband"," White"," Male",0,0,20," United-States","0"
"28572",22,"Employed",150175," Some-college",10,4501.3465844095,"1","Un_married","clerical"," Own-child"," White"," Female",0,0,20," United-States","0"
"28595",49,"Employed",194189," 7th-8th",4,5537.8238540143,"1","Married","cleaner"," Husband"," White"," Male",0,0,40," United-States","0"
"28610",74,"Employed",84197," Masters",14,3068.2055447251,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,10," United-States","0"
"28626",23,"Employed",163665," Some-college",10,5873.5023401678,"1","Un_married","sales"," Own-child"," White"," Female",0,0,15," United-States","0"
"28630",19,"Gov",127085," Some-college",10,3613.7454677373,"1","Un_married","other"," Own-child"," White"," Male",0,0,10," United-States","0"
"28638",40,"Employed",182136," HS-grad",9,7349.6126476675,"1","Married","transport"," Husband"," White"," Male",0,0,40," United-States","0"
"28639",19,"Gov",60412," Some-college",10,6953.5903092474,"1","Un_married","clerical"," Own-child"," White"," Female",0,0,15," United-States","0"
"28654",17,"Employed",184924," 9th",5,2863.009179011,"1","Un_married","cleaner"," Own-child"," White"," Male",0,1719,15," United-States","0"
"28662",21,"Employed",161210," HS-grad",9,8371.1013961583,"1","Married","inspector"," Husband"," White"," Male",0,0,50," United-States","0"
"28705",46,"Gov",178686," Bachelors",13,8741.5434326977,"1","Married","specialty"," Husband"," White"," Male",0,0,38," United-States","1"
"28727",53,"Employed",130143," HS-grad",9,8308.5806742311,"1","Married","inspector"," Husband"," White"," Male",0,0,48," United-States","0"
"28753",62,"Employed",174711," HS-grad",9,4105.3196694702,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,32," United-States","0"
"28771",56,"Employed",133819," HS-grad",9,4488.6527881026,"1","Un_married","repair"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"28792",27,"Employed",107812," Bachelors",13,3665.9269873053,"1","Married","sales"," Other-relative"," White"," Male",0,0,40," United-States","1"
"28794",52,"Employed",117496," Bachelors",13,7339.8600667715,"1","Un_married","specialty"," Unmarried"," White"," Female",0,1755,40," United-States","1"
"28816",37,"Employed",34146," HS-grad",9,4815.0982614607,"1","Married","repair"," Husband"," White"," Male",0,0,68," United-States","0"
"28849",25,"Employed",69413," Some-college",10,7861.642934382,"1","Un_married","sales"," Own-child"," White"," Female",0,0,40," United-States","0"
"28855",50,"Employed",124793," Some-college",10,5715.8677335829,"1","Married","repair"," Husband"," White"," Male",0,0,55," United-States","0"
"28889",42,"Employed",238188," HS-grad",9,6373.2600566,"1","Married","transport"," Husband"," White"," Male",0,0,96," United-States","0"
"28956",25,"Employed",111243," HS-grad",9,7094.4734346122,"1","Un_married","sales"," Other-relative"," White"," Female",0,0,50," United-States","0"
"29044",23,"Employed",57898," Some-college",10,5035.9832663089,"1","Un_married","farming"," Not-in-family"," White"," Male",0,0,30," United-States","0"
"29051",38,"Gov",207066," HS-grad",9,2766.9302094728,"1","Married","managerial"," Husband"," White"," Male",0,0,42," United-States","1"
"29055",37,"Gov",74163," Bachelors",13,4385.5276908726,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"29061",55,"Employed",368797," Masters",14,7856.7980378866,"1","Married","managerial"," Husband"," White"," Male",0,1977,60," United-States","1"
"29106",24,"Gov",69640," Some-college",10,9140.6371407211,"1","Un_married","guard"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"29122",31,"Gov",440129," Some-college",10,2791.1159191281,"1","Un_married","guard"," Not-in-family"," White"," Male",0,0,40," United-States","1"
"29125",45,"Employed",212954," Some-college",10,2790.6398940831,"1","Married","farming"," Husband"," White"," Male",0,0,50," United-States","0"
"29208",55,"Employed",359972," Bachelors",13,9440.5726399273,"1","Married","managerial"," Husband"," White"," Male",0,1887,40," United-States","1"
"29283",74,"Employed",292915," Bachelors",13,8252.9553920031,"1","Married","managerial"," Husband"," White"," Male",0,1825,12," United-States","1"
"29293",32,"Employed",318647," Bachelors",13,4372.2187634558,"1","Married","managerial"," Husband"," White"," Male",0,0,48," United-States","1"
"29306",38,"Employed",187870," Prof-school",15,5094.8299709708,"1","Married","specialty"," Husband"," White"," Male",0,2415,90," United-States","1"
"29338",23,"Employed",444554," HS-grad",9,8202.4821192026,"1","Un_married","cleaner"," Own-child"," White"," Male",0,0,50," United-States","0"
"29349",51,"Employed",154342," Masters",14,3336.0581267625,"1","Married","specialty"," Husband"," White"," Male",7688,0,45," United-States","1"
"29368",19,"Employed",229431," Some-college",10,9588.6618737131,"1","Un_married","specialty"," Own-child"," White"," Male",0,0,11," United-States","0"
"29373",23,"Employed",256278," 7th-8th",4,3693.5466695577,"1","Married","cleaner"," Other-relative"," Other"," Female",0,0,30," El-Salvador","0"
"29401",23,"Employed",168009," 10th",6,5977.0906157792,"1","Married","inspector"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," Vietnam","0"
"29422",28,"Employed",129460," Assoc-voc",11,2161.710344255,"1","Married","cleaner"," Wife"," White"," Female",0,0,30," Ecuador","0"
"29472",36,"Employed",531055," HS-grad",9,4218.6583764851,"1","Married","repair"," Husband"," White"," Male",0,1902,48," United-States","1"
"29499",37,"Gov",44694," Masters",14,6253.2906178385,"1","Married","specialty"," Wife"," White"," Female",0,0,45," United-States","1"
"29535",24,"Employed",170070," HS-grad",9,4509.3153975904,"1","Un_married","inspector"," Own-child"," White"," Female",0,0,25," United-States","0"
"29544",38,"Employed",111377," Some-college",10,7424.4438689202,"1","Married","managerial"," Husband"," White"," Male",0,0,55," United-States","0"
"29547",47,"Employed",70943," HS-grad",9,8153.3017214388,"1","Married","inspector"," Husband"," White"," Male",5178,0,40," United-States","1"
"29558",51,"Employed",161838," Assoc-voc",11,7397.1486221999,"1","Married","repair"," Husband"," White"," Male",0,0,57," United-States","0"
"29561",33,"Employed",99761," Bachelors",13,4304.7612477094,"1","Un_married","other"," Not-in-family"," White"," Female",0,0,15," United-States","0"
"29577",50,"Employed",371305," HS-grad",9,2920.6911344081,"1","Married","sales"," Husband"," White"," Male",0,1902,60," United-States","1"
"29593",20,"Employed",653574," Some-college",10,9449.2320455611,"1","Un_married","other"," Own-child"," White"," Male",0,0,33," El-Salvador","0"
"29603",22,"Employed",112693," HS-grad",9,6008.7434854358,"1","Married","repair"," Husband"," White"," Male",0,0,35," United-States","0"
"29631",35,"Employed",239409," 10th",6,5603.0515376478,"1","Married","inspector"," Husband"," White"," Male",0,0,50," United-States","0"
"29661",20,"Employed",79691," HS-grad",9,3500.3058183938,"1","Un_married","inspector"," Own-child"," White"," Male",0,0,40," United-States","0"
"29665",29,"Employed",128516," Assoc-acdm",12,7613.9983031899,"1","Un_married","sales"," Unmarried"," White"," Female",0,0,40," United-States","1"
"29667",45,"Gov",32186," Bachelors",13,3990.7645974308,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"29687",24,"Employed",176389," HS-grad",9,8223.5043291003,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"29695",29,"Employed",200511," HS-grad",9,8559.6654117107,"1","Married","sales"," Husband"," White"," Male",0,0,50," United-States","0"
"29731",47,"Employed",168232," Bachelors",13,4036.3498795778,"1","Married","clerical"," Husband"," White"," Male",7298,0,40," United-States","1"
"29734",38,"Employed",67317," Bachelors",13,2765.4310483486,"1","Married","farming"," Husband"," White"," Male",0,0,60," United-States","0"
"29750",42,"Employed",79036," HS-grad",9,5303.0021600425,"1","Un_married","cleaner"," Unmarried"," White"," Male",0,0,40," United-States","0"
"29763",44,"Gov",177937," Doctorate",16,8227.2801231593,"1","Married","specialty"," Husband"," White"," Male",0,0,36," United-States","1"
"29791",34,"Employed",158615," Some-college",10,5288.5114438832,"1","Married","cleaner"," Husband"," White"," Male",0,0,40," United-States","0"
"29816",38,"Employed",478346," HS-grad",9,9342.4846231937,"1","Married","managerial"," Wife"," White"," Female",7688,0,40," United-States","1"
"29893",29,"Employed",229656," HS-grad",9,8382.0315264165,"1","Un_married","clerical"," Unmarried"," White"," Female",0,0,50," United-States","0"
"29898",28,"Gov",175796," Assoc-acdm",12,6517.5117831677,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"29929",46,"Employed",133616," Some-college",10,6197.8409569711,"1","Un_married","clerical"," Unmarried"," White"," Female",0,0,40," United-States","0"
"29934",37,"Gov",126569," HS-grad",9,9389.6368090063,"1","Un_married","repair"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"29936",54,"Employed",174102," Bachelors",13,7033.8555779308,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"29955",26,"Employed",160261," Masters",14,7749.775884673,"1","Un_married","specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,20," India","0"
"29961",27,"Employed",360097," HS-grad",9,8984.2707421631,"1","Un_married","cleaner"," Not-in-family"," Black"," Male",0,0,40," United-States","0"
"29998",34,"Employed",46746," 11th",7,7945.7742907107,"1","Un_married","other"," Not-in-family"," White"," Male",0,0,30," United-States","0"
"30024",19,"Employed",207173," HS-grad",9,4196.8636251986,"1","Un_married","clerical"," Unmarried"," White"," Female",0,0,30," United-States","0"
"30041",48,"Employed",154033," HS-grad",9,2359.1931182891,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,52," United-States","0"
"30049",21,"Employed",156980," HS-grad",9,3459.0164143592,"1","Un_married","inspector"," Own-child"," White"," Male",0,0,60," United-States","0"
"30052",34,"Gov",31391," HS-grad",9,8557.7241498977,"1","Married","guard"," Husband"," White"," Male",0,0,53," United-States","1"
"30096",49,"Employed",251180," 7th-8th",4,8987.4858297408,"1","Married","transport"," Husband"," White"," Male",2407,0,50," United-States","0"
"30160",47,"Gov",140644," Some-college",10,2665.3878446668,"1","Married","guard"," Husband"," White"," Male",0,0,40," United-States","1"
"30169",29,"Employed",31778," HS-grad",9,2383.047087118,"1","Un_married","specialty"," Other-relative"," White"," Male",0,0,25," United-States","0"
"30193",46,"Employed",585361," 9th",5,4590.2222115547,"1","Un_married","managerial"," Unmarried"," White"," Female",0,0,40," United-States","0"
"30198",50,"Employed",28952," Some-college",10,2874.7395742685,"1","Married","sales"," Wife"," White"," Female",0,0,39," United-States","0"
"30206",51,"Gov",237141," Masters",14,3081.3832357526,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"30222",48,"Gov",78529," Masters",14,2573.6454185098,"1","Un_married","specialty"," Not-in-family"," White"," Male",0,0,60," United-States","0"
"30223",22,"Employed",194829," Bachelors",13,3879.1939914227,"1","Un_married","managerial"," Not-in-family"," White"," Male",0,0,30," United-States","0"
"30226",53,"Gov",137250," Masters",14,6693.102074787,"1","Un_married","specialty"," Unmarried"," Black"," Female",0,1669,35," United-States","0"
"30232",25,"Employed",311124," Prof-school",15,6253.8902331144,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,20," United-States","0"
"30277",44,"Gov",165304," Some-college",10,5602.7011871338,"1","Married","managerial"," Husband"," White"," Male",0,1485,40," United-States","1"
"30280",48,"Employed",97863," Bachelors",13,8807.354465127,"1","Married","specialty"," Husband"," White"," Male",0,0,45," Italy","1"
"30321",31,"Employed",502752," Bachelors",13,7490.084765479,"1","Married","clerical"," Wife"," White"," Female",0,0,40," United-States","1"
"30327",52,"Employed",34973," HS-grad",9,6794.5563271642,"1","Married","farming"," Husband"," White"," Male",0,1887,60," United-States","1"
"30331",49,"Employed",47086," Bachelors",13,3557.1315549314,"1","Un_married","sales"," Unmarried"," White"," Female",0,0,40," United-States","0"
"30359",25,"Employed",27678," Some-college",10,2884.2009529471,"1","Married","other"," Wife"," White"," Female",0,0,60," United-States","0"
"30380",31,"Employed",231043," Some-college",10,2480.7500299066,"1","Married","transport"," Husband"," White"," Male",0,0,50," United-States","0"
"30382",44,"Employed",267790," 9th",5,7999.5422307402,"1","Un_married","other"," Unmarried"," Black"," Female",0,0,40," United-States","0"
"30402",33,"Employed",51471," HS-grad",9,6285.4260988534,"1","Married","support"," Wife"," White"," Female",0,1902,40," United-States","1"
"30408",29,"Employed",342989," HS-grad",9,4863.3383195847,"1","Un_married","clerical"," Own-child"," White"," Female",0,0,40," United-States","0"
"30421",32,"Employed",186824," Bachelors",13,7171.9269156456,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","1"
"30423",58,"Employed",110844," Masters",14,4292.4185935408,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,27," United-States","0"
"30459",26,"Employed",111243," HS-grad",9,7315.0523900986,"1","Un_married","clerical"," Unmarried"," White"," Female",0,0,35," United-States","0"
"30486",44,"Employed",267717," Masters",14,6191.6957627982,"1","Married","specialty"," Husband"," White"," Male",0,0,42," United-States","1"
"30488",20,"Employed",163665," Some-college",10,3974.3223823607,"1","Un_married","transport"," Own-child"," White"," Female",0,0,17," United-States","0"
"30506",44,"Employed",201599," 11th",7,6694.3288240582,"1","Un_married","inspector"," Unmarried"," Black"," Female",0,0,40," United-States","0"
"30507",23,"Employed",181820," Some-college",10,5782.4464738369,"1","Un_married","cleaner"," Own-child"," White"," Male",0,0,20," United-States","0"
"30563",22,"Employed",388247," Some-college",10,6508.4928683937,"1","Un_married","sales"," Own-child"," White"," Male",0,0,40," United-States","0"
"30569",48,"Employed",238360," Bachelors",13,2884.8448432982,"1","Un_married","clerical"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," Philippines","0"
"30572",22,"Employed",50136," 5th-6th",3,7355.227470398,"1","Married","other"," Husband"," White"," Male",0,0,40," El-Salvador","0"
"30617",18,"Employed",36882," 12th",8,4356.7636515945,"1","Un_married","sales"," Own-child"," White"," Female",0,0,20," United-States","0"
"30633",21,"Employed",387335," Some-college",10,7031.365595758,"1","Un_married","support"," Own-child"," White"," Female",0,1719,9," United-States","0"
"30642",29,"Employed",164711," Some-college",10,3566.2313383073,"1","Un_married","cleaner"," Other-relative"," White"," Male",0,0,40," United-States","0"
"30663",52,"Employed",146767," HS-grad",9,4308.9137449861,"1","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","1"
"30666",26,"Employed",211695," Bachelors",13,9310.2254141122,"1","Un_married","specialty"," Own-child"," White"," Male",0,0,40," United-States","0"
"30696",50,"Employed",344621," HS-grad",9,3457.5374480337,"1","Un_married","inspector"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"30751",46,"Employed",175925," Some-college",10,8090.4880072922,"1","Married","farming"," Husband"," White"," Male",0,0,40," United-States","0"
"30776",43,"Employed",171438," Assoc-voc",11,8749.5370917022,"1","Un_married","sales"," Unmarried"," White"," Female",0,0,45," United-States","0"
"30778",30,"Employed",377017," Some-college",10,3555.1610887051,"1","Married","cleaner"," Husband"," White"," Male",0,0,32," United-States","0"
"30781",45,"Gov",234195," HS-grad",9,2224.3107184768,"1","Un_married","clerical"," Unmarried"," White"," Female",0,0,35," United-States","0"
"30812",35,"Employed",129305," HS-grad",9,3948.4278224409,"1","Un_married","other"," Not-in-family"," White"," Male",0,0,30," United-States","0"
"30839",38,"Employed",238980," Some-college",10,8806.637192145,"1","Un_married","sales"," Not-in-family"," White"," Male",0,0,60," United-States","0"
"30867",55,"Employed",104724," Doctorate",16,7782.9992454499,"1","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","1"
"30879",47,"Employed",155664," Masters",14,2811.766654253,"1","Married","managerial"," Husband"," White"," Male",99999,0,55," United-States","1"
"30889",34,"Gov",231826," HS-grad",9,5575.4190944135,"1","Married","specialty"," Husband"," White"," Male",0,0,40," El-Salvador","0"
"30922",39,"Employed",174242," Bachelors",13,5281.6058639437,"1","Married","managerial"," Husband"," White"," Male",15024,0,60," United-States","1"
"30939",38,"Employed",65390," Assoc-acdm",12,8082.6003598049,"0","Married","repair"," Husband"," White"," Male",0,0,45," United-States","0"
"30940",46,"Employed",128645," Some-college",10,5530.0952838734,"0","Un_married","specialty"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"30941",59,"Employed",53481," Some-college",10,6538.9295313507,"0","Married","sales"," Husband"," White"," Male",0,0,50," United-States","0"
"30942",55,"Employed",92215," HS-grad",9,5829.7042064369,"0","Un_married","clerical"," Not-in-family"," White"," Female",0,0,45," United-States","0"
"30943",49,"Gov",78859," Masters",14,5480.8475645259,"0","Un_married","specialty"," Unmarried"," White"," Female",0,323,20," United-States","0"
"30944",59,"Employed",187502," Some-college",10,8816.0290149972,"0","Married","repair"," Husband"," White"," Male",0,0,50," United-States","1"
"30945",38,"Employed",242080," Some-college",10,5039.7001514211,"0","Married","sales"," Husband"," White"," Male",0,0,55," United-States","1"
"30946",22,"Employed",41837," Some-college",10,5414.7246042267,"0","Un_married","transport"," Own-child"," White"," Male",0,0,25," United-States","0"
"30947",28,"Employed",291374," 12th",8,7009.6030775458,"0","Un_married","sales"," Unmarried"," Black"," Female",0,0,40," United-States","0"
"30948",47,"Employed",148995," Bachelors",13,7621.8488765881,"0","Married","managerial"," Husband"," White"," Male",0,2415,60," United-States","1"
"30949",59,"Employed",159008," Some-college",10,7967.5203124061,"0","Married","guard"," Husband"," White"," Male",0,0,56," United-States","0"
"30950",37,"Employed",271013," HS-grad",9,8658.3432173356,"0","Un_married","cleaner"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"30951",33,"Employed",199046," Bachelors",13,6243.3827575296,"0","Un_married","sales"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"30952",34,"Employed",164280," 10th",6,8225.9878385812,"0","Married","cleaner"," Husband"," White"," Male",0,0,40," Portugal","0"
"30953",35,"Gov",116960," Masters",14,6189.1117179766,"0","Married","specialty"," Husband"," White"," Male",0,1887,40," United-States","1"
"30954",55,"Employed",100054," 10th",6,6031.4533505589,"0","Un_married","other"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"30955",18,"Employed",183824," 12th",8,8982.8850543127,"0","Un_married","other"," Own-child"," White"," Male",0,0,30," United-States","0"
"30956",48,"Employed",313925," Assoc-acdm",12,5064.037819393,"1","Married","specialty"," Wife"," White"," Female",0,0,30," United-States","1"
"30957",48,"Employed",379883," Masters",14,8565.0597326458,"0","Married","specialty"," Husband"," White"," Male",0,0,40," Cuba","1"
"30959",27,"Employed",189777," HS-grad",9,5129.5385407284,"0","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"30960",43,"Employed",198330," Masters",14,7897.8690188378,"0","Un_married","specialty"," Unmarried"," Black"," Female",0,0,37," United-States","0"
"30961",32,"Employed",127451," Some-college",10,7104.8493403941,"0","Married","specialty"," Husband"," White"," Male",0,0,38," United-States","1"
"30963",50,"Employed",301024," Bachelors",13,5723.5610680655,"0","Un_married","sales"," Not-in-family"," White"," Male",0,0,40," United-States","1"
"30964",38,"Employed",175732," HS-grad",9,7882.3426384479,"0","Un_married","repair"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,15," United-States","0"
"30965",18,"Employed",218889," 9th",5,5316.8852496892,"0","Un_married","other"," Own-child"," Black"," Male",0,0,35," United-States","0"
"30966",46,"Employed",117605," 9th",5,5150.9014908224,"0","Un_married","sales"," Not-in-family"," White"," Male",0,0,35," United-States","0"
"30967",26,"Employed",154571," Some-college",10,5229.445181787,"0","Un_married","inspector"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,45," United-States","1"
"30968",44,"Employed",228057," 7th-8th",4,8168.8198437914,"0","Married","inspector"," Wife"," White"," Female",0,0,40," Dominican-Republic","0"
"30969",32,"Employed",173998," Some-college",10,6778.6666238681,"0","Un_married","clerical"," Not-in-family"," White"," Female",0,0,60," United-States","0"
"30970",25,"Employed",90752," Bachelors",13,6284.4007434323,"0","Married","clerical"," Wife"," White"," Female",0,0,40," United-States","0"
"30971",55,"Employed",51008," HS-grad",9,5272.2524758428,"0","Un_married","clerical"," Unmarried"," White"," Female",0,0,40," United-States","0"
"30972",55,"Gov",113398," Some-college",10,5263.8440495357,"0","Un_married","clerical"," Unmarried"," White"," Male",0,0,40," United-States","0"
"30973",25,"Employed",74977," Some-college",10,8009.0560456738,"0","Married","clerical"," Wife"," White"," Female",0,0,40," United-States","0"
"30974",40,"Employed",101593," Bachelors",13,7179.0348058567,"0","Married","specialty"," Husband"," White"," Male",0,0,50," United-States","0"
"30975",29,"Employed",228346," Assoc-voc",11,8736.9310930371,"0","Un_married","repair"," Not-in-family"," White"," Male",0,0,50," United-States","0"
"30976",60,"Employed",180418," 11th",7,7713.8053467497,"0","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"30977",45,"Employed",44489," HS-grad",9,7735.6902332977,"0","Married","transport"," Husband"," White"," Male",0,0,45," United-States","0"
"30978",43,"Employed",277488," HS-grad",9,8255.7689165697,"0","Married","farming"," Husband"," White"," Male",0,0,30," United-States","0"
"30979",24,"Employed",103064," HS-grad",9,5048.139706254,"0","Un_married","sales"," Own-child"," White"," Female",0,0,55," United-States","0"
"30980",34,"Employed",226872," Bachelors",13,6705.3386364132,"0","Un_married","sales"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"30981",47,"Employed",330416," Some-college",10,5851.5487937257,"0","Un_married","farming"," Not-in-family"," White"," Male",0,0,60," United-States","0"
"30982",24,"Employed",186495," HS-grad",9,5531.0114668682,"0","Un_married","clerical"," Not-in-family"," White"," Female",0,0,32," United-States","0"
"30983",47,"Gov",205712," Some-college",10,5387.9427798092,"1","Married","other"," Husband"," White"," Male",0,0,38," United-States","0"
"30984",18,"Employed",217743," 11th",7,5582.7160207555,"0","Un_married","sales"," Own-child"," White"," Female",0,0,40," United-States","0"
"30985",50,"Employed",52565," Some-college",10,7467.8398203105,"0","Married","sales"," Husband"," White"," Male",0,1485,40," United-States","0"
"30986",22,"Employed",239954," Some-college",10,8545.0354916975,"0","Un_married","clerical"," Other-relative"," White"," Male",0,0,40," United-States","0"
"30987",49,"Employed",349986," Bachelors",13,6093.8042290509,"0","Married","specialty"," Husband"," White"," Male",0,0,60," United-States","1"
"30988",68,"Employed",122094," HS-grad",9,8946.8651693314,"0","Married","repair"," Husband"," White"," Male",0,0,15," United-States","0"
"30989",62,"Employed",26857," 7th-8th",4,7236.5578375757,"0","Un_married","farming"," Other-relative"," White"," Female",0,0,35," United-States","0"
"30990",24,"Employed",88095," Some-college",10,8906.5888989717,"0","Un_married","inspector"," Not-in-family"," White"," Female",0,0,24," Mexico","0"
"30992",32,"Employed",124187," 9th",5,6942.2107022256,"0","Married","farming"," Husband"," Black"," Male",0,0,40," United-States","0"
"30993",49,"Employed",123681," Masters",14,7996.3601445779,"0","Married","specialty"," Husband"," White"," Male",0,0,43," United-States","1"
"30994",68,"Employed",145638," Some-college",10,7104.3616496027,"0","Un_married","sales"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"30995",25,"Employed",130513," Assoc-acdm",12,7028.4817330539,"0","Un_married","sales"," Own-child"," White"," Female",0,0,40," Peru","0"
"30996",47,"Gov",197038," Bachelors",13,6202.6127884165,"0","Married","specialty"," Husband"," White"," Male",0,0,50," United-States","0"
"30997",35,"Employed",189092," Bachelors",13,5534.6161276102,"0","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"30998",37,"Employed",198841," 11th",7,5973.182159476,"0","Married","transport"," Husband"," White"," Male",0,0,40," United-States","0"
"30999",57,"Employed",317969," HS-grad",9,8945.36074996,"0","Married","managerial"," Husband"," White"," Male",0,0,50," United-States","0"
