"ClaimID","ClaimSize"
"CLM62031","lessthan100K"
"CLM62037","lessthan100K"
"CLM62039","200KandAbove"
"CLM62051","lessthan100K"
"CLM62056","lessthan100K"
"CLM62061","lessthan100K"
"CLM62064","lessthan100K"
"CLM62067","lessthan100K"
"CLM62070","lessthan100K"
"CLM62072","200KandAbove"
"CLM62073","200KandAbove"
"CLM62074","lessthan100K"
"CLM62084","lessthan100K"
"CLM62087","lessthan100K"
"CLM62089","200KandAbove"
"CLM62094","lessthan100K"
"CLM62095","lessthan100K"
"CLM62098","lessthan100K"
"CLM62100","200KandAbove"
"CLM62102","lessthan100K"
"CLM62103","lessthan100K"
"CLM62107","lessthan100K"
"CLM62113","200KandAbove"
"CLM62116","lessthan100K"
"CLM62118","lessthan100K"
"CLM62124","lessthan100K"
"CLM62128","lessthan100K"
"CLM62133","lessthan100K"
"CLM62136","200KandAbove"
"CLM62143","200KandAbove"
"CLM62145","lessthan100K"
"CLM62146","200KandAbove"
"CLM62147","lessthan100K"
"CLM62150","lessthan100K"
"CLM62153","100K-lessthan200K"
"CLM62156","lessthan100K"
"CLM62162","100K-lessthan200K"
"CLM62163","lessthan100K"
"CLM62167","lessthan100K"
"CLM62169","lessthan100K"
"CLM62173","lessthan100K"
"CLM62176","lessthan100K"
"CLM62180","lessthan100K"
"CLM62182","100K-lessthan200K"
"CLM62191","200KandAbove"
"CLM62197","lessthan100K"
"CLM62200","lessthan100K"
"CLM62201","lessthan100K"
"CLM62202","lessthan100K"
"CLM62203","100K-lessthan200K"
"CLM62205","100K-lessthan200K"
"CLM62207","lessthan100K"
"CLM62210","lessthan100K"
"CLM62221","lessthan100K"
"CLM62226","lessthan100K"
"CLM62229","lessthan100K"
"CLM62230","100K-lessthan200K"
"CLM62232","lessthan100K"
"CLM62233","lessthan100K"
"CLM62240","lessthan100K"
"CLM62249","lessthan100K"
"CLM62258","lessthan100K"
"CLM62259","lessthan100K"
"CLM62260","lessthan100K"
"CLM62261","lessthan100K"
"CLM62273","100K-lessthan200K"
"CLM62277","lessthan100K"
"CLM62282","lessthan100K"
"CLM62283","200KandAbove"
"CLM62290","lessthan100K"
"CLM62291","lessthan100K"
"CLM62298","lessthan100K"
"CLM62301","lessthan100K"
"CLM62302","lessthan100K"
"CLM62307","100K-lessthan200K"
"CLM62312","200KandAbove"
"CLM62314","lessthan100K"
"CLM62319","100K-lessthan200K"
"CLM62325","lessthan100K"
"CLM62326","lessthan100K"
"CLM62327","lessthan100K"
"CLM62328","lessthan100K"
"CLM62333","lessthan100K"
"CLM62341","100K-lessthan200K"
"CLM62342","200KandAbove"
"CLM62343","lessthan100K"
"CLM62346","lessthan100K"
"CLM62351","lessthan100K"
"CLM62352","100K-lessthan200K"
"CLM62354","lessthan100K"
"CLM62355","100K-lessthan200K"
"CLM62362","lessthan100K"
"CLM62366","lessthan100K"
"CLM62369","lessthan100K"
"CLM62370","200KandAbove"
"CLM62373","lessthan100K"
"CLM62375","lessthan100K"
"CLM62387","200KandAbove"
"CLM62388","100K-lessthan200K"
"CLM62391","lessthan100K"
"CLM62392","lessthan100K"
"CLM62395","lessthan100K"
"CLM62397","lessthan100K"
"CLM62398","lessthan100K"
"CLM62401","lessthan100K"
"CLM62411","lessthan100K"
"CLM62420","200KandAbove"
"CLM62425","100K-lessthan200K"
"CLM62434","lessthan100K"
"CLM62437","200KandAbove"
"CLM62442","200KandAbove"
"CLM62450","lessthan100K"
"CLM62451","200KandAbove"
"CLM62455","lessthan100K"
"CLM62461","lessthan100K"
"CLM62466","lessthan100K"
"CLM62470","lessthan100K"
"CLM62473","100K-lessthan200K"
"CLM62477","lessthan100K"
"CLM62480","lessthan100K"
"CLM62484","lessthan100K"
"CLM62490","lessthan100K"
"CLM62491","lessthan100K"
"CLM62493","lessthan100K"
"CLM62496","lessthan100K"
"CLM62503","lessthan100K"
"CLM62506","100K-lessthan200K"
"CLM62514","lessthan100K"
"CLM62516","200KandAbove"
"CLM62518","lessthan100K"
"CLM62519","200KandAbove"
"CLM62523","100K-lessthan200K"
"CLM62525","lessthan100K"
"CLM62526","100K-lessthan200K"
"CLM62530","lessthan100K"
"CLM62532","100K-lessthan200K"
"CLM62534","lessthan100K"
"CLM62539","200KandAbove"
"CLM62540","lessthan100K"
"CLM62552","lessthan100K"
"CLM62553","lessthan100K"
"CLM62554","lessthan100K"
"CLM62556","lessthan100K"
"CLM62558","lessthan100K"
"CLM62564","lessthan100K"
"CLM62570","100K-lessthan200K"
"CLM62572","lessthan100K"
"CLM62576","lessthan100K"
"CLM62579","lessthan100K"
"CLM62585","lessthan100K"
"CLM62586","lessthan100K"
"CLM62587","lessthan100K"
"CLM62588","200KandAbove"
"CLM62589","200KandAbove"
"CLM62594","lessthan100K"
"CLM62598","lessthan100K"
"CLM62600","lessthan100K"
"CLM62613","lessthan100K"
"CLM62616","100K-lessthan200K"
"CLM62617","200KandAbove"
"CLM62621","100K-lessthan200K"
"CLM62622","200KandAbove"
"CLM62624","lessthan100K"
"CLM62625","100K-lessthan200K"
"CLM62628","lessthan100K"
"CLM62629","lessthan100K"
"CLM62644","200KandAbove"
"CLM62645","lessthan100K"
"CLM62646","lessthan100K"
"CLM62651","lessthan100K"
"CLM62657","100K-lessthan200K"
"CLM62663","lessthan100K"
"CLM62676","200KandAbove"
"CLM62681","lessthan100K"
"CLM62682","200KandAbove"
"CLM62684","lessthan100K"
"CLM62686","100K-lessthan200K"
"CLM62687","lessthan100K"
"CLM62689","200KandAbove"
"CLM62696","100K-lessthan200K"
"CLM62698","200KandAbove"
"CLM62702","lessthan100K"
"CLM62709","lessthan100K"
"CLM62713","200KandAbove"
"CLM62715","lessthan100K"
"CLM62717","lessthan100K"
"CLM62719","100K-lessthan200K"
"CLM62723","lessthan100K"
"CLM62727","200KandAbove"
"CLM62728","lessthan100K"
"CLM62730","lessthan100K"
"CLM62732","lessthan100K"
"CLM62739","lessthan100K"
"CLM62740","lessthan100K"
"CLM62747","lessthan100K"
"CLM62748","200KandAbove"
"CLM62750","100K-lessthan200K"
"CLM62751","lessthan100K"
"CLM62752","100K-lessthan200K"
"CLM62754","200KandAbove"
"CLM62759","lessthan100K"
"CLM62762","200KandAbove"
"CLM62764","lessthan100K"
"CLM62767","lessthan100K"
"CLM62770","lessthan100K"
"CLM62772","lessthan100K"
"CLM62774","100K-lessthan200K"
"CLM62779","lessthan100K"
"CLM62784","200KandAbove"
"CLM62790","lessthan100K"
"CLM62793","lessthan100K"
"CLM62795","lessthan100K"
"CLM62797","lessthan100K"
"CLM62800","100K-lessthan200K"
"CLM62802","100K-lessthan200K"
"CLM62808","lessthan100K"
"CLM62814","100K-lessthan200K"
"CLM62815","200KandAbove"
"CLM62816","lessthan100K"
"CLM62820","lessthan100K"
"CLM62827","lessthan100K"
"CLM62829","200KandAbove"
"CLM62831","200KandAbove"
"CLM62838","200KandAbove"
"CLM62842","lessthan100K"
"CLM62843","lessthan100K"
"CLM62844","lessthan100K"
"CLM62845","lessthan100K"
"CLM62848","lessthan100K"
"CLM62849","200KandAbove"
"CLM62856","lessthan100K"
"CLM62860","lessthan100K"
"CLM62861","lessthan100K"
"CLM62867","200KandAbove"
"CLM62874","lessthan100K"
"CLM62878","lessthan100K"
"CLM62879","lessthan100K"
"CLM62881","lessthan100K"
"CLM62882","200KandAbove"
"CLM62887","lessthan100K"
"CLM62892","lessthan100K"
"CLM62896","200KandAbove"
"CLM62897","100K-lessthan200K"
"CLM62901","lessthan100K"
"CLM62902","lessthan100K"
"CLM62903","lessthan100K"
"CLM62917","lessthan100K"
"CLM62920","lessthan100K"
"CLM62925","lessthan100K"
"CLM62926","lessthan100K"
"CLM62927","lessthan100K"
"CLM62930","lessthan100K"
"CLM62938","lessthan100K"
"CLM62940","200KandAbove"
"CLM62944","lessthan100K"
"CLM62949","lessthan100K"
"CLM62956","200KandAbove"
"CLM62959","lessthan100K"
"CLM62968","100K-lessthan200K"
"CLM62969","100K-lessthan200K"
"CLM62972","lessthan100K"
"CLM62975","lessthan100K"
"CLM62979","100K-lessthan200K"
"CLM62981","lessthan100K"
"CLM62985","lessthan100K"
"CLM62989","lessthan100K"
"CLM62993","100K-lessthan200K"
"CLM62999","200KandAbove"
"CLM63000","lessthan100K"
"CLM63005","200KandAbove"
"CLM63011","lessthan100K"
"CLM63014","lessthan100K"
"CLM63017","lessthan100K"
"CLM63018","200KandAbove"
"CLM63023","lessthan100K"
"CLM63024","lessthan100K"
"CLM63026","lessthan100K"
"CLM63027","100K-lessthan200K"
"CLM63034","lessthan100K"
"CLM63039","lessthan100K"
"CLM63043","lessthan100K"
"CLM63044","lessthan100K"
"CLM63045","100K-lessthan200K"
"CLM63046","lessthan100K"
"CLM63047","lessthan100K"
"CLM63048","lessthan100K"
"CLM63052","lessthan100K"
"CLM63053","lessthan100K"
"CLM63054","200KandAbove"
"CLM63056","lessthan100K"
"CLM63057","lessthan100K"
"CLM63058","100K-lessthan200K"
"CLM63065","lessthan100K"
"CLM63066","lessthan100K"
"CLM63067","lessthan100K"
"CLM63075","100K-lessthan200K"
"CLM63076","100K-lessthan200K"
"CLM63080","200KandAbove"
"CLM63085","lessthan100K"
"CLM63087","lessthan100K"
"CLM63091","100K-lessthan200K"
"CLM63096","lessthan100K"
"CLM63097","lessthan100K"
"CLM63098","lessthan100K"
"CLM63100","200KandAbove"
"CLM63103","lessthan100K"
"CLM63107","lessthan100K"
"CLM63116","100K-lessthan200K"
"CLM63119","100K-lessthan200K"
"CLM63123","lessthan100K"
"CLM63127","200KandAbove"
"CLM63130","lessthan100K"
"CLM63131","lessthan100K"
"CLM63132","lessthan100K"
"CLM63135","lessthan100K"
"CLM63138","lessthan100K"
"CLM63139","lessthan100K"
"CLM63140","lessthan100K"
"CLM63145","lessthan100K"
"CLM63163","lessthan100K"
"CLM63165","200KandAbove"
"CLM63166","lessthan100K"
"CLM63169","lessthan100K"
"CLM63175","lessthan100K"
"CLM63178","100K-lessthan200K"
"CLM63190","lessthan100K"
"CLM63191","lessthan100K"
"CLM63193","lessthan100K"
"CLM63195","200KandAbove"
"CLM63202","100K-lessthan200K"
"CLM63206","lessthan100K"
"CLM63208","100K-lessthan200K"
"CLM63210","lessthan100K"
"CLM63219","100K-lessthan200K"
"CLM63223","100K-lessthan200K"
"CLM63232","lessthan100K"
"CLM63234","200KandAbove"
"CLM63235","lessthan100K"
"CLM63238","lessthan100K"
"CLM63245","100K-lessthan200K"
"CLM63254","100K-lessthan200K"
"CLM63255","200KandAbove"
"CLM63259","lessthan100K"
"CLM63260","lessthan100K"
"CLM63261","200KandAbove"
"CLM63267","lessthan100K"
"CLM63276","200KandAbove"
"CLM63281","lessthan100K"
"CLM63282","lessthan100K"
"CLM63288","lessthan100K"
"CLM63290","lessthan100K"
"CLM63291","lessthan100K"
"CLM63301","lessthan100K"
"CLM63305","100K-lessthan200K"
"CLM63306","200KandAbove"
"CLM63308","lessthan100K"
"CLM63309","lessthan100K"
"CLM63310","lessthan100K"
"CLM63311","lessthan100K"
"CLM63312","lessthan100K"
"CLM63318","lessthan100K"
"CLM63325","lessthan100K"
"CLM63326","lessthan100K"
"CLM63328","lessthan100K"
"CLM63331","lessthan100K"
"CLM63332","lessthan100K"
"CLM63339","200KandAbove"
"CLM63343","lessthan100K"
"CLM63344","lessthan100K"
"CLM63346","lessthan100K"
"CLM63349","lessthan100K"
"CLM63352","lessthan100K"
"CLM63353","lessthan100K"
"CLM63354","lessthan100K"
"CLM63355","lessthan100K"
"CLM63357","lessthan100K"
"CLM63360","100K-lessthan200K"
"CLM63361","lessthan100K"
"CLM63364","lessthan100K"
"CLM63365","lessthan100K"
"CLM63368","lessthan100K"
"CLM63373","100K-lessthan200K"
"CLM63376","200KandAbove"
"CLM63378","200KandAbove"
"CLM63381","lessthan100K"
"CLM63384","lessthan100K"
"CLM63388","lessthan100K"
"CLM63395","100K-lessthan200K"
"CLM63401","100K-lessthan200K"
"CLM63405","200KandAbove"
"CLM63409","lessthan100K"
"CLM63411","200KandAbove"
"CLM63412","lessthan100K"
"CLM63427","100K-lessthan200K"
"CLM63441","lessthan100K"
"CLM63444","lessthan100K"
"CLM63449","lessthan100K"
"CLM63450","lessthan100K"
"CLM63457","lessthan100K"
"CLM63460","lessthan100K"
"CLM63466","100K-lessthan200K"
"CLM63473","lessthan100K"
"CLM63479","100K-lessthan200K"
"CLM63483","lessthan100K"
"CLM63486","200KandAbove"
"CLM63491","lessthan100K"
"CLM63494","lessthan100K"
"CLM63499","lessthan100K"
"CLM63501","lessthan100K"
"CLM63502","lessthan100K"
"CLM63507","lessthan100K"
"CLM63508","lessthan100K"
"CLM63511","lessthan100K"
"CLM63516","100K-lessthan200K"
"CLM63518","100K-lessthan200K"
"CLM63520","lessthan100K"
"CLM63527","100K-lessthan200K"
"CLM63530","lessthan100K"
"CLM63532","100K-lessthan200K"
"CLM63533","100K-lessthan200K"
"CLM63535","lessthan100K"
"CLM63537","lessthan100K"
"CLM63540","lessthan100K"
"CLM63546","lessthan100K"
"CLM63548","lessthan100K"
"CLM63552","lessthan100K"
"CLM63554","lessthan100K"
"CLM63561","lessthan100K"
"CLM63563","lessthan100K"
"CLM63567","lessthan100K"
"CLM63568","lessthan100K"
"CLM63574","lessthan100K"
"CLM63575","lessthan100K"
"CLM63582","lessthan100K"
"CLM63585","lessthan100K"
"CLM63592","lessthan100K"
"CLM63596","100K-lessthan200K"
"CLM63597","100K-lessthan200K"
"CLM63599","100K-lessthan200K"
"CLM63601","lessthan100K"
"CLM63606","lessthan100K"
"CLM63608","lessthan100K"
"CLM63611","lessthan100K"
"CLM63615","lessthan100K"
"CLM63617","lessthan100K"
"CLM63622","lessthan100K"
"CLM63623","200KandAbove"
"CLM63628","100K-lessthan200K"
"CLM63629","100K-lessthan200K"
"CLM63632","lessthan100K"
"CLM63647","lessthan100K"
"CLM63671","lessthan100K"
"CLM63676","lessthan100K"
"CLM63677","lessthan100K"
"CLM63685","100K-lessthan200K"
"CLM63689","100K-lessthan200K"
"CLM63690","100K-lessthan200K"
"CLM63698","lessthan100K"
"CLM63702","lessthan100K"
"CLM63704","lessthan100K"
"CLM63705","100K-lessthan200K"
"CLM63711","lessthan100K"
"CLM63714","lessthan100K"
"CLM63719","lessthan100K"
"CLM63721","lessthan100K"
"CLM63724","200KandAbove"
"CLM63727","lessthan100K"
"CLM63729","lessthan100K"
"CLM63732","lessthan100K"
"CLM63738","lessthan100K"
"CLM63742","lessthan100K"
"CLM63744","200KandAbove"
"CLM63745","200KandAbove"
"CLM63748","lessthan100K"
"CLM63751","lessthan100K"
"CLM63754","lessthan100K"
"CLM63756","100K-lessthan200K"
"CLM63778","200KandAbove"
"CLM63781","lessthan100K"
"CLM63792","100K-lessthan200K"
"CLM63798","200KandAbove"
"CLM63808","lessthan100K"
"CLM63811","lessthan100K"
"CLM63815","lessthan100K"
"CLM63816","lessthan100K"
"CLM63819","100K-lessthan200K"
"CLM63827","lessthan100K"
"CLM63829","lessthan100K"
"CLM63830","lessthan100K"
"CLM63831","100K-lessthan200K"
"CLM63835","lessthan100K"
"CLM63846","200KandAbove"
"CLM63850","100K-lessthan200K"
"CLM63854","lessthan100K"
"CLM63857","200KandAbove"
"CLM63861","lessthan100K"
"CLM63867","200KandAbove"
"CLM63870","lessthan100K"
"CLM63882","lessthan100K"
"CLM63885","lessthan100K"
"CLM63888","lessthan100K"
"CLM63890","lessthan100K"
"CLM63891","200KandAbove"
"CLM63893","lessthan100K"
"CLM63898","lessthan100K"
"CLM63899","100K-lessthan200K"
"CLM63903","lessthan100K"
"CLM63906","lessthan100K"
"CLM63908","lessthan100K"
"CLM63911","lessthan100K"
"CLM63914","lessthan100K"
"CLM63915","100K-lessthan200K"
"CLM63916","lessthan100K"
"CLM63917","100K-lessthan200K"
"CLM63918","lessthan100K"
"CLM63920","lessthan100K"
"CLM63921","lessthan100K"
"CLM63931","lessthan100K"
"CLM63932","lessthan100K"
"CLM63934","lessthan100K"
"CLM63947","lessthan100K"
"CLM63948","lessthan100K"
"CLM63958","lessthan100K"
"CLM63961","lessthan100K"
"CLM63963","lessthan100K"
"CLM63968","lessthan100K"
"CLM63978","lessthan100K"
"CLM63981","200KandAbove"
"CLM63986","lessthan100K"
"CLM63988","lessthan100K"
"CLM63992","200KandAbove"
"CLM63994","200KandAbove"
"CLM63997","lessthan100K"
"CLM63999","lessthan100K"
"CLM64009","lessthan100K"
"CLM64014","lessthan100K"
"CLM64016","lessthan100K"
"CLM64022","lessthan100K"
"CLM64023","200KandAbove"
"CLM64029","lessthan100K"
"CLM64030","lessthan100K"
"CLM64031","lessthan100K"
"CLM64034","lessthan100K"
"CLM64041","lessthan100K"
"CLM64058","lessthan100K"
"CLM64060","200KandAbove"
"CLM64063","lessthan100K"
"CLM64074","200KandAbove"
"CLM64075","lessthan100K"
"CLM64086","200KandAbove"
"CLM64087","lessthan100K"
"CLM64088","lessthan100K"
"CLM64098","200KandAbove"
"CLM64099","lessthan100K"
"CLM64101","lessthan100K"
"CLM64102","lessthan100K"
"CLM64103","100K-lessthan200K"
"CLM64105","lessthan100K"
"CLM64107","100K-lessthan200K"
"CLM64108","100K-lessthan200K"
"CLM64114","lessthan100K"
"CLM64115","100K-lessthan200K"
"CLM64127","lessthan100K"
"CLM64128","lessthan100K"
"CLM64130","100K-lessthan200K"
"CLM64131","lessthan100K"
"CLM64132","lessthan100K"
"CLM64133","lessthan100K"
"CLM64140","lessthan100K"
"CLM64142","lessthan100K"
"CLM64145","100K-lessthan200K"
"CLM64146","lessthan100K"
"CLM64149","lessthan100K"
"CLM64156","lessthan100K"
"CLM64162","lessthan100K"
"CLM64173","200KandAbove"
"CLM64176","lessthan100K"
"CLM64179","lessthan100K"
"CLM64180","lessthan100K"
"CLM64181","100K-lessthan200K"
"CLM64182","200KandAbove"
"CLM64188","lessthan100K"
"CLM64199","100K-lessthan200K"
"CLM64202","lessthan100K"
"CLM64204","lessthan100K"
"CLM64208","lessthan100K"
"CLM64216","lessthan100K"
"CLM64226","200KandAbove"
"CLM64227","lessthan100K"
"CLM64234","lessthan100K"
"CLM64235","lessthan100K"
"CLM64245","200KandAbove"
"CLM64247","lessthan100K"
"CLM64258","lessthan100K"
"CLM64261","lessthan100K"
"CLM64267","100K-lessthan200K"
"CLM64268","lessthan100K"
"CLM64269","lessthan100K"
"CLM64272","100K-lessthan200K"
"CLM64274","100K-lessthan200K"
"CLM64280","100K-lessthan200K"
"CLM64285","200KandAbove"
"CLM64288","lessthan100K"
"CLM64294","lessthan100K"
"CLM64299","lessthan100K"
"CLM64302","lessthan100K"
"CLM64303","lessthan100K"
"CLM64308","lessthan100K"
"CLM64313","200KandAbove"
"CLM64315","100K-lessthan200K"
"CLM64317","lessthan100K"
"CLM64318","lessthan100K"
"CLM64332","lessthan100K"
"CLM64335","lessthan100K"
"CLM64343","lessthan100K"
"CLM64350","100K-lessthan200K"
"CLM64351","lessthan100K"
"CLM64355","100K-lessthan200K"
"CLM64359","200KandAbove"
"CLM64361","200KandAbove"
"CLM64363","lessthan100K"
"CLM64365","200KandAbove"
"CLM64367","200KandAbove"
"CLM64368","lessthan100K"
"CLM64369","lessthan100K"
"CLM64370","lessthan100K"
"CLM64373","lessthan100K"
"CLM64378","lessthan100K"
"CLM64382","lessthan100K"
"CLM64384","lessthan100K"
"CLM64389","lessthan100K"
"CLM64395","lessthan100K"
"CLM64398","lessthan100K"
"CLM64399","lessthan100K"
"CLM64400","lessthan100K"
"CLM64402","lessthan100K"
"CLM64404","100K-lessthan200K"
"CLM64406","100K-lessthan200K"
"CLM64407","200KandAbove"
"CLM64409","200KandAbove"
"CLM64414","lessthan100K"
"CLM64428","200KandAbove"
"CLM64436","lessthan100K"
"CLM64444","lessthan100K"
"CLM64450","lessthan100K"
"CLM64452","lessthan100K"
"CLM64454","200KandAbove"
"CLM64463","lessthan100K"
"CLM64465","100K-lessthan200K"
"CLM64471","100K-lessthan200K"
"CLM64473","lessthan100K"
"CLM64476","lessthan100K"
"CLM64500","100K-lessthan200K"
"CLM64503","lessthan100K"
"CLM64506","lessthan100K"
"CLM64508","lessthan100K"
"CLM64509","200KandAbove"
"CLM64511","lessthan100K"
"CLM64512","lessthan100K"
"CLM64521","lessthan100K"
"CLM64524","200KandAbove"
"CLM64533","200KandAbove"
"CLM64534","lessthan100K"
"CLM64541","lessthan100K"
"CLM64544","100K-lessthan200K"
"CLM64551","lessthan100K"
"CLM64552","lessthan100K"
"CLM64555","lessthan100K"
"CLM64557","lessthan100K"
"CLM64560","lessthan100K"
"CLM64566","lessthan100K"
"CLM64574","lessthan100K"
"CLM64581","lessthan100K"
"CLM64582","lessthan100K"
"CLM64583","200KandAbove"
"CLM64588","200KandAbove"
"CLM64592","lessthan100K"
"CLM64595","lessthan100K"
"CLM64596","lessthan100K"
"CLM64602","lessthan100K"
"CLM64609","lessthan100K"
"CLM64610","200KandAbove"
"CLM64612","lessthan100K"
"CLM64615","lessthan100K"
"CLM64617","lessthan100K"
"CLM64618","lessthan100K"
"CLM64623","lessthan100K"
"CLM64627","lessthan100K"
"CLM64628","lessthan100K"
"CLM64635","lessthan100K"
"CLM64639","lessthan100K"
"CLM64640","lessthan100K"
"CLM64641","200KandAbove"
"CLM64649","100K-lessthan200K"
"CLM64651","200KandAbove"
"CLM64654","lessthan100K"
"CLM64655","lessthan100K"
"CLM64656","100K-lessthan200K"
"CLM64659","lessthan100K"
"CLM64660","lessthan100K"
"CLM64666","200KandAbove"
"CLM64668","lessthan100K"
"CLM64673","lessthan100K"
"CLM64677","lessthan100K"
"CLM64681","lessthan100K"
"CLM64684","100K-lessthan200K"
"CLM64687","lessthan100K"
"CLM64689","lessthan100K"
"CLM64691","lessthan100K"
"CLM64692","lessthan100K"
"CLM64695","lessthan100K"
"CLM64696","100K-lessthan200K"
"CLM64697","lessthan100K"
"CLM64698","lessthan100K"
"CLM64700","lessthan100K"
"CLM64706","lessthan100K"
"CLM64709","lessthan100K"
"CLM64711","200KandAbove"
"CLM64715","lessthan100K"
"CLM64721","100K-lessthan200K"
"CLM64727","lessthan100K"
"CLM64730","lessthan100K"
"CLM64734","100K-lessthan200K"
"CLM64739","200KandAbove"
"CLM64740","200KandAbove"
"CLM64741","lessthan100K"
"CLM64744","100K-lessthan200K"
"CLM64747","lessthan100K"
"CLM64750","lessthan100K"
"CLM64752","lessthan100K"
"CLM64756","100K-lessthan200K"
"CLM64759","100K-lessthan200K"
"CLM64761","100K-lessthan200K"
"CLM64763","lessthan100K"
"CLM64764","200KandAbove"
"CLM64769","lessthan100K"
"CLM64771","100K-lessthan200K"
"CLM64772","200KandAbove"
"CLM64777","100K-lessthan200K"
"CLM64778","100K-lessthan200K"
"CLM64781","200KandAbove"
"CLM64784","200KandAbove"
"CLM64791","lessthan100K"
"CLM64796","lessthan100K"
"CLM64797","200KandAbove"
"CLM64799","lessthan100K"
"CLM64800","200KandAbove"
"CLM64803","lessthan100K"
"CLM64808","lessthan100K"
"CLM64811","lessthan100K"
"CLM64816","lessthan100K"
"CLM64817","lessthan100K"
"CLM64818","100K-lessthan200K"
"CLM64821","lessthan100K"
"CLM64823","lessthan100K"
"CLM64825","100K-lessthan200K"
"CLM64828","lessthan100K"
"CLM64833","lessthan100K"
"CLM64834","lessthan100K"
"CLM64835","lessthan100K"
"CLM64838","200KandAbove"
"CLM64844","lessthan100K"
"CLM64847","lessthan100K"
"CLM64848","lessthan100K"
"CLM64853","lessthan100K"
"CLM64854","lessthan100K"
"CLM64855","lessthan100K"
"CLM64856","lessthan100K"
"CLM64863","lessthan100K"
"CLM64865","lessthan100K"
"CLM64874","lessthan100K"
"CLM64878","200KandAbove"
"CLM64881","lessthan100K"
"CLM64882","lessthan100K"
"CLM64893","lessthan100K"
"CLM64896","lessthan100K"
"CLM64900","100K-lessthan200K"
"CLM64904","lessthan100K"
"CLM64906","200KandAbove"
"CLM64909","200KandAbove"
"CLM64918","lessthan100K"
"CLM64925","200KandAbove"
"CLM64935","100K-lessthan200K"
"CLM64942","lessthan100K"
"CLM64950","200KandAbove"
"CLM64952","200KandAbove"
"CLM64953","200KandAbove"
"CLM64954","lessthan100K"
"CLM64964","100K-lessthan200K"
"CLM64968","100K-lessthan200K"
"CLM64969","100K-lessthan200K"
"CLM64973","lessthan100K"
"CLM64981","lessthan100K"
"CLM64982","lessthan100K"
"CLM64988","lessthan100K"
"CLM64991","lessthan100K"
"CLM64996","lessthan100K"
"CLM65000","lessthan100K"
"CLM65002","lessthan100K"
"CLM65008","lessthan100K"
"CLM65010","lessthan100K"
"CLM65011","lessthan100K"
"CLM65014","lessthan100K"
"CLM65016","200KandAbove"
"CLM65022","lessthan100K"
"CLM65031","lessthan100K"
"CLM65032","100K-lessthan200K"
"CLM65038","lessthan100K"
"CLM65042","lessthan100K"
"CLM65049","lessthan100K"
"CLM65050","lessthan100K"
"CLM65055","lessthan100K"
"CLM65057","lessthan100K"
"CLM65059","200KandAbove"
"CLM65063","lessthan100K"
"CLM65065","100K-lessthan200K"
"CLM65074","200KandAbove"
"CLM65078","200KandAbove"
"CLM65079","100K-lessthan200K"
"CLM65086","lessthan100K"
"CLM65091","200KandAbove"
"CLM65092","lessthan100K"
"CLM65097","200KandAbove"
"CLM65099","200KandAbove"
"CLM65103","200KandAbove"
"CLM65104","200KandAbove"
"CLM65105","lessthan100K"
"CLM65108","lessthan100K"
"CLM65110","lessthan100K"
"CLM65119","lessthan100K"
"CLM65121","100K-lessthan200K"
"CLM65129","lessthan100K"
"CLM65130","lessthan100K"
"CLM65137","lessthan100K"
"CLM65144","100K-lessthan200K"
"CLM65148","200KandAbove"
"CLM65150","lessthan100K"
"CLM65151","200KandAbove"
"CLM65155","lessthan100K"
"CLM65166","lessthan100K"
"CLM65171","lessthan100K"
"CLM65172","lessthan100K"
"CLM65175","lessthan100K"
"CLM65176","100K-lessthan200K"
"CLM65177","200KandAbove"
"CLM65179","lessthan100K"
"CLM65180","lessthan100K"
"CLM65185","100K-lessthan200K"
"CLM65193","lessthan100K"
"CLM65194","lessthan100K"
"CLM65196","200KandAbove"
"CLM65204","lessthan100K"
"CLM65206","lessthan100K"
"CLM65210","lessthan100K"
"CLM65212","lessthan100K"
"CLM65213","lessthan100K"
"CLM65217","200KandAbove"
"CLM65220","100K-lessthan200K"
"CLM65222","lessthan100K"
"CLM65226","lessthan100K"
"CLM65231","lessthan100K"
"CLM65233","lessthan100K"
"CLM65234","200KandAbove"
"CLM65239","lessthan100K"
"CLM65243","100K-lessthan200K"
"CLM65247","100K-lessthan200K"
"CLM65250","lessthan100K"
"CLM65256","100K-lessthan200K"
"CLM65261","lessthan100K"
"CLM65264","lessthan100K"
"CLM65268","200KandAbove"
"CLM65270","100K-lessthan200K"
"CLM65276","lessthan100K"
"CLM65280","lessthan100K"
"CLM65283","lessthan100K"
"CLM65286","lessthan100K"
"CLM65288","200KandAbove"
"CLM65293","100K-lessthan200K"
"CLM65300","200KandAbove"
"CLM65301","200KandAbove"
"CLM65304","lessthan100K"
"CLM65307","lessthan100K"
"CLM65311","lessthan100K"
"CLM65314","lessthan100K"
"CLM65318","lessthan100K"
"CLM65323","lessthan100K"
"CLM65325","lessthan100K"
"CLM65329","lessthan100K"
"CLM65338","200KandAbove"
"CLM65344","100K-lessthan200K"
"CLM65345","100K-lessthan200K"
"CLM65358","lessthan100K"
"CLM65359","lessthan100K"
"CLM65364","lessthan100K"
"CLM65365","lessthan100K"
"CLM65370","lessthan100K"
"CLM65372","lessthan100K"
"CLM65379","lessthan100K"
"CLM65384","lessthan100K"
"CLM65385","100K-lessthan200K"
"CLM65386","lessthan100K"
"CLM65389","lessthan100K"
"CLM65407","200KandAbove"
"CLM65411","lessthan100K"
